"","host_id","id","host_since","neighborhood_cleaned","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","extra_people","minimum_nights","review_scores_rating","review_scores_value","revenue"
"1",1662,304958,2008-08-11,"Westerpark","Apartment","Entire home/apt",4,2,2,2,"Real Bed",130,4,10,4,98,10,11440
"2",3159,2818,2008-09-24,"Docklands - Indian Neighborhood","Apartment","Private room",2,1,1,2,"Real Bed",59,1,10,3,97,10,44712
"3",15618,51969,2009-05-02,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",3,1.5,2,2,"Real Bed",100,2,30,7,95,10,5460
"4",186729,82482,2010-07-31,"Center-West","Apartment","Private room",4,1,1,1,"Real Bed",85,2,15,1,89,9,59400
"5",1738291,740332,2012-02-12,"Watergraafsmeer","House","Private room",2,1,1,1,"Real Bed",45,1,30,2,91,9,28200
"6",1738291,342540,2012-02-12,"Watergraafsmeer","Bed & Breakfast","Private room",2,1,1,2,"Real Bed",60,1,30,1,91,9,12780
"7",1738804,1239854,2012-02-12,"Center-West","Apartment","Entire home/apt",4,1,2,2,"Futon",149,3,30,2,96,10,7160
"8",1739359,451408,2012-02-12,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",5,1.5,3,3,"Real Bed",175,3,40,2,98,9,10320
"9",1740785,343094,2012-02-12,"Former East","House","Private room",2,1,1,1,"Real Bed",79,2,10,2,97,10,18644
"10",1743575,315820,2012-02-13,"Former East","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",107,2,30,2,98,10,10412
"11",1751751,345397,2012-02-14,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",4,1,2,2,"Real Bed",130,1,0,4,95,9,19760
"12",1754623,1946342,2012-02-15,"Westerpark","Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,0,2,99,10,6000
"13",1755733,346488,2012-02-15,"The Baarsjes - Old West","Apartment","Entire home/apt",2,1,1,2,"Real Bed",85,2,35,3,99,10,28560
"14",1759884,588020,2012-02-16,"Center-East","Apartment","Private room",6,1,1,6,"Real Bed",250,1,0,3,80,8,3000
"15",187417,42908,2010-08-01,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",2,1,1,2,"Real Bed",125,2,0,2,100,10,4000
"16",1759884,588288,2012-02-16,"Center-West","Apartment","Entire home/apt",4,1,2,1,"Real Bed",250,5,0,4,94,10,2000
"17",1759884,357948,2012-02-16,"IJburg - Zeeburgereiland","Apartment","Entire home/apt",2,1,1,1,"Real Bed",75,1,0,7,100,9,7350
"18",1769083,4053195,2012-02-18,"The Baarsjes - Old West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",130,0,0,2,100,10,2600
"19",1778815,2247902,2012-02-01,"The Baarsjes - Old West","Apartment","Entire home/apt",2,1,2,1,"Real Bed",100,2,0,2,96,9,4800
"20",1780142,1038153,2012-02-01,"South","Apartment","Entire home/apt",4,1,2,3,"Real Bed",120,3,40,2,97,10,20480
"21",1784454,1780600,2012-02-21,"Westerpark","Apartment","Entire home/apt",3,1,1,1,"Real Bed",69,2,25,1,87,8,1128
"22",187580,42970,2010-08-01,"Center-West","Bed & Breakfast","Entire home/apt",2,1,1,1,"Real Bed",139,1,0,2,97,9,119540
"23",1784828,366067,2012-02-21,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",4,1,1,2,"Real Bed",70,2,30,2,95,9,7600
"24",1793657,3565477,2012-02-22,"Westerpark","Apartment","Entire home/apt",3,1,2,2,"Real Bed",95,2,10,3,100,10,2520
"25",1793657,3606996,2012-02-22,"Westerpark","Apartment","Private room",2,1,1,1,"Real Bed",55,1,25,2,100,9,960
"26",1801815,356220,2012-02-24,"Center-East","Apartment","Private room",2,1.5,1,2,"Real Bed",110,1,0,1,99,9,14960
"27",1804272,1754306,2012-02-24,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",2,1,2,1,"Real Bed",85,2,20,4,100,10,680
"28",1811745,357980,2012-02-26,"The Baarsjes - Old West","House","Entire home/apt",6,1.5,3,4,"Real Bed",200,3,20,2,96,9,26400
"29",1811745,2394147,2012-02-26,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",135,2,0,2,99,10,8100
"30",1812619,358155,2012-02-26,"Center-East","Apartment","Entire home/apt",6,1,2,2,"Real Bed",119,2,50,1,93,9,31096
"31",1813748,555382,2012-02-26,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",2,1,1,1,"Real Bed",75,1,0,5,97,10,4500
"32",187580,253650,2010-08-01,"Center-West","Bed & Breakfast","Entire home/apt",2,1,1,1,"Real Bed",139,1,0,2,97,9,66720
"33",1814038,447138,2012-02-26,"The Baarsjes - Old West","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",150,1,0,5,97,9,13500
"34",1814252,682461,2012-02-26,"Former East","Apartment","Entire home/apt",2,1,2,3,"Real Bed",120,4,0,3,99,9,15120
"35",1817606,352886,2012-02-27,"Westerpark","Apartment","Entire home/apt",4,1,2,2,"Real Bed",140,2,35,3,100,10,6300
"36",1817922,359298,2012-02-27,"Center-East","Apartment","Entire home/apt",3,1,2,2,"Real Bed",80,2,40,2,90,9,36480
"37",1817958,1189966,2012-02-27,"Docklands - Indian Neighborhood","Apartment","Entire home/apt",4,1,2,2,"Real Bed",65,2,20,3,100,8,510
"38",1818342,359408,2012-02-27,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",109,1,0,3,94,9,25506
"39",1824421,4716064,2012-02-28,"Former East","Apartment","Entire home/apt",3,1,1,2,"Real Bed",115,2,30,2,80,9,2320
"40",1826139,510836,2012-02-28,"Center-West","Apartment","Entire home/apt",15,3.5,5,10,"Real Bed",500,8,40,2,97,9,116640
"41",1826139,422044,2012-02-28,"Center-West","Apartment","Entire home/apt",8,2,3,6,"Real Bed",275,4,40,2,97,9,95760
"42",1826139,361342,2012-02-28,"Center-West","Apartment","Entire home/apt",6,1.5,2,4,"Real Bed",225,4,35,2,99,9,47840
"43",187580,568110,2010-08-01,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",195,1,0,4,94,9,20280
"44",1827408,1325394,2012-02-28,"Slotervaart","House","Entire home/apt",3,1.5,1,2,"Real Bed",95,2,25,5,96,10,21600
"45",1827408,4215376,2012-02-28,"Slotervaart","House","Private room",2,1.5,1,1,"Real Bed",50,1,20,5,100,10,700
"46",1829492,1034129,2012-02-29,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",6,1,2,4,"Real Bed",240,4,40,3,91,9,21840
"47",1829492,439082,2012-02-29,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",4,1,2,2,"Real Bed",165,2,45,4,99,10,105840
"48",1829492,1341241,2012-02-29,"South","Apartment","Entire home/apt",4,1,2,2,"Real Bed",145,2,50,3,91,9,2340
"49",1829492,1703361,2012-02-29,"Center-West","Apartment","Entire home/apt",4,1,2,2,"Real Bed",165,2,40,3,90,8,14760
"50",1829492,616730,2012-02-29,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",4,1,2,2,"Real Bed",150,2,40,5,91,9,26600
"51",187728,634772,2010-08-01,"Center-West","House","Entire home/apt",4,1.5,1,1,"Real Bed",170,2,25,2,100,10,780
"52",1829492,3699518,2012-02-29,"Center-East","Apartment","Entire home/apt",3,1.5,2,2,"Real Bed",130,2,35,5,100,10,1650
"53",1829492,2449350,2012-02-29,"Center-East","Apartment","Entire home/apt",3,1.5,2,2,"Real Bed",150,2,50,4,91,8,14400
"54",1829492,1635071,2012-02-29,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",3,1,1,2,"Real Bed",135,2,45,6,96,9,12960
"55",1829492,2049891,2012-02-29,"Center-East","Apartment","Entire home/apt",3,1,1,1,"Real Bed",140,2,35,5,99,10,5250
"56",1829492,1957586,2012-02-29,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",3,1.5,1,2,"Real Bed",130,2,40,3,89,8,9180
"57",1829492,2937149,2012-02-29,"Center-West","Apartment","Entire home/apt",3,1.5,1,4,"Real Bed",155,2,40,4,80,8,17160
"58",1829492,1889461,2012-02-29,"Center-East","Apartment","Entire home/apt",2,1,1,1,"Real Bed",155,1,0,4,100,10,1240
"59",1829492,1779762,2012-02-29,"Westerpark","Apartment","Entire home/apt",2,1,1,1,"Real Bed",155,1,0,4,100,9,6200
"60",1829492,3000232,2012-02-29,"Former East","Apartment","Entire home/apt",2,1,1,1,"Real Bed",130,2,0,4,80,6,1040
"61",1829492,2538401,2012-02-29,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",2,1.5,1,2,"Real Bed",160,1,0,3,99,10,14400
"62",1830475,362193,2012-02-29,"Center-East","Apartment","Entire home/apt",7,1.5,2,2,"Real Bed",199,4,40,2,73,8,7648
"63",1831568,362458,2012-02-29,"Center-East","Apartment","Private room",2,1,1,1,"Real Bed",50,1,25,2,96,9,1800
"64",1835494,363166,2012-03-01,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,2,0,7,96,10,29400
"65",187728,44129,2010-08-01,"Center-West","Apartment","Entire home/apt",2,1.5,1,1,"Real Bed",200,2,0,1,98,9,54400
"66",1848809,477280,2012-03-03,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",4,1,2,2,"Real Bed",110,2,40,3,94,9,19800
"67",1849726,2700366,2012-03-03,"Docklands - Indian Neighborhood","Apartment","Entire home/apt",2,1,1,1,"Real Bed",75,1,0,3,98,10,4500
"68",1849988,366438,2012-03-03,"Center-East","Apartment","Entire home/apt",4,1,1,2,"Real Bed",100,2,30,2,95,9,108160
"69",1855417,367491,2012-03-04,"Center-West","Apartment","Entire home/apt",3,1,1,1,"Real Bed",149,2,0,3,97,9,20562
"70",1865809,370181,2012-03-05,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",2,1,1,1,"Real Bed",149,2,0,4,100,10,7152
"71",1869083,5202774,2012-03-06,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",135,1,0,3,100,10,1620
"72",1869958,371208,2012-03-06,"Center-West","Apartment","Entire home/apt",2,0,1,1,"Real Bed",110,2,15,3,96,9,9240
"73",1881746,574760,2012-03-08,"The Baarsjes - Old West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",69,1,10,2,98,9,50876
"74",1882069,4054356,2012-03-08,"The Baarsjes - Old West","Apartment","Shared room",1,1,1,1,"Couch",39,1,0,1,90,9,936
"75",1884436,725867,2012-03-08,"South","Apartment","Entire home/apt",3,1,1,2,"Real Bed",125,2,35,2,95,9,24960
"76",1885247,3192584,2012-03-08,"IJburg - Zeeburgereiland","House","Entire home/apt",5,1.5,2,4,"Real Bed",199,4,20,3,96,9,14454
"77",1885360,637131,2012-03-08,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,0,2,80,8,400
"78",1888971,1501651,2012-03-09,"Forest and Shade","Apartment","Entire home/apt",2,1,1,1,"Real Bed",80,1,0,1,88,9,960
"79",1891300,5433160,2012-03-09,"Center-East","Apartment","Private room",2,1,1,1,"Real Bed",80,1,0,2,100,9,960
"80",1894067,376765,2012-03-01,"The Baarsjes - Old West","Bed & Breakfast","Private room",2,2,1,1,"Real Bed",40,1,20,2,90,9,37680
"81",1899420,1057494,2012-03-11,"South","Apartment","Private room",2,1,1,1,"Real Bed",65,1,20,1,90,9,21760
"82",1899420,1630603,2012-03-11,"South","Apartment","Private room",1,1,1,1,"Real Bed",59,1,0,1,92,9,8024
"83",1899873,378110,2012-03-11,"The Baarsjes - Old West","Boat","Entire home/apt",2,1,1,2,"Real Bed",119,2,30,3,98,10,76398
"84",1899894,1037696,2012-03-11,"Pipe - Rivierenbuurt","Apartment","Private room",2,1,1,1,"Real Bed",45,1,10,2,84,9,2640
"85",1901477,378523,2012-03-11,"Center-East","Boat","Entire home/apt",2,1.5,1,1,"Real Bed",210,1,0,1,99,9,12600
"86",1902079,728145,2012-03-11,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",2,1,1,1,"Real Bed",150,2,50,1,100,9,6300
"87",1903103,907742,2012-03-11,"The Baarsjes - Old West","Apartment","Private room",2,1,1,1,"Real Bed",90,1,0,2,96,9,5760
"88",1909580,647264,2012-03-12,"Center-East","Apartment","Entire home/apt",3,1,1,1,"Real Bed",109,2,35,2,99,9,29952
"89",1917728,923517,2012-03-13,"Center-West","Apartment","Entire home/apt",3,1,1,2,"Real Bed",150,2,25,3,91,9,27300
"90",1920154,748908,2012-03-14,"Osdorp","Apartment","Entire home/apt",6,1.5,2,6,"Real Bed",160,4,20,3,100,10,27000
"91",1920154,383182,2012-03-14,"Center-East","Boat","Entire home/apt",6,1,2,6,"Real Bed",178,4,30,3,99,9,41184
"92",1924013,1410245,2012-03-14,"The Baarsjes - Old West","Apartment","Private room",2,1,1,1,"Real Bed",85,0,0,3,94,9,28050
"93",21669,8061,2009-06-15,"The Baarsjes - Old West","Apartment","Entire home/apt",3,1,2,2,"Real Bed",95,1,0,3,100,10,1140
"94",187728,2517619,2010-08-01,"Center-East","Apartment","Entire home/apt",2,1.5,0,1,"Pull-out Sofa",120,1,0,3,96,9,12240
"95",1929929,827203,2012-03-15,"Center-East","Apartment","Private room",6,1.5,1,6,"Real Bed",210,4,0,3,95,9,15120
"96",1929929,2544004,2012-03-15,"Center-East","Apartment","Private room",5,2,1,4,"Real Bed",199,1,0,3,93,9,4776
"97",1929929,725699,2012-03-15,"Center-West","Apartment","Private room",4,1.5,1,4,"Real Bed",188,4,0,3,90,9,43992
"98",1929929,553015,2012-03-15,"Center-West","Apartment","Private room",3,1,1,2,"Real Bed",110,2,25,3,93,9,27540
"99",1929929,552997,2012-03-15,"Center-West","Bed & Breakfast","Private room",2,1,1,1,"Real Bed",110,1,0,3,92,9,15840
"100",1933418,4883906,2012-03-16,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",3,1,1,2,"Real Bed",75,2,25,2,80,9,2000
"101",1934192,2506021,2012-03-16,"The Baarsjes - Old West","Apartment","Entire home/apt",4,1,2,3,"Real Bed",160,1,0,1,60,6,640
"102",1934192,386479,2012-03-16,"Westerpark","Bed & Breakfast","Private room",3,1,1,2,"Real Bed",90,2,25,1,64,6,4370
"103",1934192,392003,2012-03-16,"The Baarsjes - Old West","Bed & Breakfast","Private room",2,1,1,1,"Real Bed",50,1,20,1,57,5,3640
"104",187861,43054,2010-08-01,"Watergraafsmeer","Apartment","Private room",2,2,1,2,"Real Bed",74,1,0,1,84,9,4440
"105",1935349,3750149,2012-03-16,"Slotervaart","Apartment","Private room",2,1,1,1,"Real Bed",50,1,20,2,100,10,1400
"106",1942203,5200843,2012-03-17,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",60,1,10,2,90,9,560
"107",1954555,390894,2012-03-18,"Center-West","Apartment","Entire home/apt",3,1,1,2,"Real Bed",250,2,75,1,100,10,11050
"108",1958098,662638,2012-03-18,"Former East","Apartment","Entire home/apt",4,1,1,1,"Real Bed",86,2,40,1,95,9,5040
"109",1962966,392608,2012-03-18,"Center-West","House","Entire home/apt",4,1,1,1,"Real Bed",170,2,30,4,100,10,14400
"110",1967545,393400,2012-03-19,"Center-West","Apartment","Entire home/apt",4,2,2,2,"Real Bed",195,2,35,1,99,9,16100
"111",1967779,2640539,2012-03-19,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",199,1,0,3,100,10,2388
"112",1968394,1414524,2012-03-19,"Forest and Shade","Apartment","Entire home/apt",4,1,2,3,"Real Bed",142,4,20,2,84,8,5112
"113",1968394,961483,2012-03-19,"Forest and Shade","Apartment","Private room",3,1,1,2,"Futon",75,2,20,2,89,9,19760
"114",1970442,394170,2012-03-19,"Former East","Boat","Entire home/apt",2,1,1,1,"Real Bed",190,1,0,2,93,9,7600
"115",1970442,394171,2012-03-19,"Former East","Boat","Entire home/apt",2,1,1,1,"Real Bed",190,1,0,2,95,10,6080
"116",1970878,2996619,2012-03-19,"The Baarsjes - Old West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",85,1,0,2,90,8,680
"117",1974359,1821472,2012-03-01,"Center-East","Apartment","Entire home/apt",2,1,1,1,"Real Bed",85,1,0,2,92,9,24140
"118",1975019,395401,2012-03-01,"The Baarsjes - Old West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",83,2,0,4,93,9,35856
"119",1979865,396125,2012-03-21,"Center-West","Apartment","Private room",2,1.5,1,1,"Real Bed",50,1,15,2,96,9,62920
"120",191384,939349,2010-08-04,"Buitenveldert - South axis","Apartment","Private room",2,1.5,1,1,"Real Bed",75,1,15,1,90,9,360
"121",1980888,396404,2012-03-21,"Center-East","Apartment","Entire home/apt",4,2,2,2,"Real Bed",225,1,0,2,95,9,76500
"122",1980888,1220643,2012-03-21,"Center-East","Boat","Entire home/apt",4,1,1,2,"Real Bed",125,2,25,2,79,7,9000
"123",1980888,398237,2012-03-21,"Center-East","Apartment","Entire home/apt",2,1,1,1,"Real Bed",115,2,0,5,98,9,46000
"124",1980888,398236,2012-03-21,"Center-East","House","Entire home/apt",2,1,1,1,"Real Bed",100,1,0,2,93,9,27600
"125",1980968,3230388,2012-03-21,"The Baarsjes - Old West","House","Private room",2,1,1,1,"Real Bed",65,1,0,2,97,9,3900
"126",1987117,2623265,2012-03-22,"Docklands - Indian Neighborhood","Apartment","Private room",2,1.5,1,1,"Real Bed",120,2,0,1,100,9,1200
"127",1988463,2967803,2012-03-22,"Center-East","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",298,4,50,3,91,9,19668
"128",1988463,2765163,2012-03-22,"Center-East","Apartment","Private room",2,1,1,2,"Real Bed",138,2,50,3,97,8,1656
"129",1990477,398547,2012-03-22,"The Baarsjes - Old West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",85,2,25,10,95,9,8500
"130",1995200,4027004,2012-03-23,"The Baarsjes - Old West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",110,0,0,2,100,9,3520
"131",191980,282108,2010-08-05,"Center-West","Boat","Entire home/apt",2,1,1,1,"Real Bed",129,1,0,3,100,10,58824
"132",1997447,460469,2012-03-24,"Former East","Apartment","Entire home/apt",4,1,1,2,"Real Bed",99,2,35,2,90,9,8040
"133",2004112,401499,2012-03-25,"The Baarsjes - Old West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",82,1,0,2,98,10,4264
"134",2004258,401708,2012-03-25,"The Baarsjes - Old West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",75,1,10,2,90,9,56780
"135",2008330,402353,2012-03-26,"Watergraafsmeer","Apartment","Entire home/apt",2,1,1,1,"Real Bed",105,2,30,2,98,9,3360
"136",2023616,406016,2012-03-28,"The Baarsjes - Old West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",140,1,0,2,80,10,1120
"137",2024114,420631,2012-03-28,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",125,2,0,2,98,10,36500
"138",193021,1491339,2010-08-06,"Westerpark","Apartment","Entire home/apt",2,1,1,1,"Real Bed",120,2,0,3,93,9,2160
"139",2028878,2598107,2012-03-29,"Center-West","House","Entire home/apt",6,2,3,3,"Real Bed",180,1,0,3,91,8,9720
"140",2028878,732509,2012-03-29,"Center-West","Apartment","Entire home/apt",6,1,2,2,"Futon",180,4,0,4,94,10,2880
"141",2028878,5191187,2012-03-29,"Center-West","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",300,2,20,3,80,10,1920
"142",2028878,940889,2012-03-29,"Center-West","Boat","Entire home/apt",4,2,2,2,"Real Bed",160,1,0,3,95,9,7680
"143",2028878,2016430,2012-03-29,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",4,1,2,2,"Real Bed",110,2,0,3,87,8,3960
"144",2028878,2566971,2012-03-29,"Center-West","Apartment","Entire home/apt",4,1.5,2,3,"Real Bed",160,2,0,3,100,10,960
"145",2028878,1112224,2012-03-29,"Center-West","Apartment","Entire home/apt",4,1,1,1,"Real Bed",155,1,0,3,91,8,3720
"146",2028878,722313,2012-03-29,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",80,1,0,3,87,10,2880
"147",2028878,2009551,2012-03-29,"Center-West","Apartment","Entire home/apt",2,1,1,2,"Real Bed",130,1,0,3,91,9,7020
"148",2028878,2517585,2012-03-29,"Center-West","Apartment","Entire home/apt",2,1,0,1,"Real Bed",80,1,0,3,81,8,11040
"149",2036690,409088,2012-03-01,"Former East","Apartment","Entire home/apt",4,1,1,2,"Real Bed",100,2,20,1,91,9,1680
"150",2040542,409893,2012-03-31,"Center-East","Apartment","Entire home/apt",4,1,1,2,"Real Bed",135,2,25,3,95,9,48960
"151",2040542,425575,2012-03-31,"Center-East","Apartment","Entire home/apt",4,1,0,4,"Real Bed",125,2,25,3,98,10,29700
"152",2046710,586781,2012-04-01,"North East","Apartment","Private room",3,1,1,3,"Real Bed",50,2,20,1,86,8,7280
"153",2048100,411401,2012-04-01,"Slotervaart","Apartment","Entire home/apt",4,1,2,2,"Real Bed",120,2,20,3,93,10,3360
"154",2048100,421171,2012-04-01,"Slotervaart","House","Private room",2,1,1,1,"Real Bed",60,1,0,2,94,9,17280
"155",193227,2394430,2010-08-06,"Westerpark","Boat","Entire home/apt",4,1,1,2,"Real Bed",200,1,0,5,97,10,8000
"156",2049843,3317378,2012-04-01,"Docklands - Indian Neighborhood","Apartment","Private room",3,1.5,1,2,"Real Bed",120,2,25,1,87,9,3770
"157",2050190,411897,2012-04-01,"Forest and Shade","Apartment","Entire home/apt",2,1,1,2,"Real Bed",65,1,0,3,87,8,3900
"158",2053830,412709,2012-04-02,"Former East","Apartment","Entire home/apt",4,1,2,4,"Real Bed",69,2,25,3,93,9,37224
"159",2055657,1443788,2012-04-02,"Watergraafsmeer","Cabin","Entire home/apt",4,1,0,2,"Real Bed",65,2,25,4,88,8,25920
"160",2055949,422689,2012-04-02,"Center-West","Apartment","Entire home/apt",4,1,2,2,"Real Bed",200,2,25,2,97,10,24300
"161",2058247,725148,2012-04-02,"Center-East","Apartment","Private room",2,1.5,1,1,"Real Bed",75,1,0,2,93,9,23400
"162",195126,1913383,2010-08-08,"Center-East","Apartment","Entire home/apt",2,1,1,1,"Real Bed",185,1,0,1,90,8,1480
"163",2063612,414917,2012-04-03,"Center-East","Apartment","Entire home/apt",4,2,2,3,"Real Bed",299,1,0,3,98,9,114816
"164",2064560,2741902,2012-04-03,"The Baarsjes - Old West","House","Private room",2,1,1,1,"Real Bed",79,1,0,2,94,9,17064
"165",2064560,438089,2012-04-03,"The Baarsjes - Old West","Apartment","Private room",2,1,1,1,"Real Bed",99,2,24,2,96,9,4752
"166",2074125,740458,2012-04-05,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",110,1,0,2,92,9,14080
"167",2075754,417507,2012-04-05,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",169,2,47,2,97,10,5408
"168",2076850,2432332,2012-04-05,"Westerpark","Loft","Entire home/apt",2,1,1,1,"Real Bed",99,0,0,2,96,10,5940
"169",2087317,419725,2012-04-07,"Center-East","Boat","Entire home/apt",4,1,3,3,"Real Bed",180,3,30,3,98,9,21420
"170",2087317,5035499,2012-04-07,"Center-East","Boat","Private room",1,1,1,1,"Real Bed",60,1,0,2,98,10,2400
"171",2089762,528074,2012-04-07,"Forest and Shade","Apartment","Private room",2,1,1,1,"Real Bed",60,1,20,1,93,9,480
"172",2097993,447361,2012-04-09,"Former East","Apartment","Entire home/apt",4,1,2,2,"Real Bed",101,2,25,3,95,9,21924
"173",2102511,488971,2012-04-09,"Center-West","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",137,2,25,4,100,10,6480
"174",2106672,1790869,2012-04-01,"Former East","Apartment","Entire home/apt",3,1,2,2,"Real Bed",79,2,0,2,73,6,948
"175",2114605,425277,2012-04-11,"Former North","Apartment","Entire home/apt",5,1,2,2,"Real Bed",135,2,65,2,83,8,12000
"176",26919,98558,2009-07-22,"Center-East","Apartment","Entire home/apt",2,1,1,1,"Real Bed",145,1,0,3,99,9,16530
"177",2115409,2850851,2012-04-11,"Watergraafsmeer","House","Entire home/apt",4,1.5,2,2,"Real Bed",120,2,25,4,97,9,9280
"178",2115409,4536522,2012-04-11,"Watergraafsmeer","Apartment","Private room",2,1.5,1,1,"Airbed",50,1,15,2,94,9,3380
"179",2123659,427226,2012-04-12,"South","Apartment","Entire home/apt",4,1.5,1,2,"Real Bed",111,1,0,2,96,9,28860
"180",2126410,4623511,2012-04-12,"Buitenveldert - South axis","Apartment","Private room",2,1,1,2,"Real Bed",55,1,0,1,90,8,220
"181",2129723,4187302,2012-04-13,"The Baarsjes - Old West","Apartment","Private room",2,1,1,1,"Real Bed",70,1,0,2,80,10,280
"182",2132460,1690441,2012-04-13,"Center-West","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",250,2,25,2,97,9,15400
"183",2132460,1457569,2012-04-13,"Center-East","Apartment","Private room",2,1,1,1,"Real Bed",80,1,15,1,97,9,7030
"184",2133459,3174322,2012-04-13,"Center-West","House","Entire home/apt",4,1,2,3,"Real Bed",250,1,0,5,100,8,2500
"185",2137463,492796,2012-04-14,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",2,1,1,1,"Real Bed",80,1,0,2,94,9,45440
"186",197355,44805,2010-08-01,"Docklands - Indian Neighborhood","Apartment","Private room",3,1,1,2,"Real Bed",85,2,38,3,90,9,76014
"187",2138840,811651,2012-04-14,"Center-West","Apartment","Entire home/apt",1,0.5,1,1,"Real Bed",89,1,0,14,80,7,7476
"188",2138840,4561898,2012-04-14,"Center-East","Apartment","Entire home/apt",1,1,0,1,"Real Bed",79,1,0,7,93,8,3318
"189",2142811,2633218,2012-04-15,"Westerpark","Apartment","Private room",2,1,1,1,"Real Bed",85,1,0,2,92,9,2380
"190",2143683,431206,2012-04-15,"South","House","Entire home/apt",5,1.5,3,3,"Real Bed",295,4,25,5,96,9,38400
"191",2144360,432233,2012-04-15,"Center-East","Apartment","Entire home/apt",4,1,1,2,"Real Bed",225,2,0,2,97,9,11700
"192",2157711,434097,2012-04-17,"Former East","Apartment","Entire home/apt",4,1,1,2,"Real Bed",120,2,35,2,91,9,42160
"193",2158305,434238,2012-04-17,"Watergraafsmeer","Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,15,2,97,9,8900
"194",2158545,434339,2012-04-17,"The Baarsjes - Old West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",75,1,0,10,90,9,3000
"195",2158817,547678,2012-04-17,"Westerpark","Apartment","Entire home/apt",2,1,1,1,"Real Bed",140,1,0,3,99,9,32760
"196",2166121,441048,2012-04-18,"South","Apartment","Entire home/apt",4,1,2,4,"Real Bed",295,2,30,2,100,9,11700
"197",198036,5421998,2010-08-11,"Center-West","Apartment","Entire home/apt",3,1.5,2,2,"Real Bed",145,3,20,1,90,9,580
"198",2167381,4080826,2012-04-18,"The Baarsjes - Old West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",90,1,0,2,96,9,5760
"199",2167902,4159749,2012-04-18,"The Baarsjes - Old West","Apartment","Private room",2,1,1,1,"Real Bed",70,1,0,1,87,9,420
"200",2167902,4039210,2012-04-18,"The Baarsjes - Old West","Apartment","Private room",2,1,1,1,"Real Bed",70,1,0,1,90,9,560
"201",2168901,436784,2012-04-18,"The Baarsjes - Old West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,2,20,3,99,10,3600
"202",2170741,4580448,2012-04-18,"Center-West","Apartment","Private room",2,1,1,1,"Real Bed",50,1,35,2,93,9,4420
"203",2171452,437182,2012-04-18,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",165,1,0,2,98,9,78540
