"","host_id","id","host_since","neighborhood_cleaned","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","extra_people","minimum_nights","review_scores_rating","review_scores_value","revenue"
"1729",5364787,1682706,2013-03-07,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",6,1,3,6,"Real Bed",400,6,30,3,86,9,26400
"1730",5365863,1447024,2013-03-07,"Center-West","Apartment","Entire home/apt",3,1,0,3,"Real Bed",140,2,40,2,97,9,56880
"1731",5368057,4286813,2013-03-07,"The Baarsjes - Old West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",79,1,0,3,100,10,948
"1732",5372719,989027,2013-03-08,"Westerpark","Apartment","Entire home/apt",2,1,1,1,"Real Bed",95,2,0,4,96,9,8360
"1733",5376351,2755514,2013-03-08,"South","Loft","Entire home/apt",2,1,0,2,"Real Bed",60,1,10,2,89,9,5880
"1734",5376372,2964432,2013-03-08,"Center-West","Apartment","Entire home/apt",4,1,2,2,"Real Bed",220,1,0,3,100,9,2640
"1735",5379757,2542835,2013-03-08,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",5,1.5,2,2,"Real Bed",119,1,99,3,83,8,7848
"1736",5385445,4697415,2013-03-09,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",130,1,0,3,100,10,3900
"1737",5387592,5234612,2013-03-09,"Docklands - Indian Neighborhood","Apartment","Entire home/apt",2,1,1,2,"Real Bed",74,1,0,1,87,9,592
"1738",436145,168769,2011-03-11,"Center-West","Bed & Breakfast","Private room",2,1,1,1,"Real Bed",95,1,20,3,91,9,76590
"1739",5396126,1001004,2013-03-01,"Westerpark","Boat","Entire home/apt",16,3,7,16,"Real Bed",400,15,0,2,98,10,25600
"1740",5396126,984095,2013-03-01,"Westerpark","Boat","Private room",16,3,1,16,"Real Bed",35,1,35,1,92,9,4620
"1741",5396126,991680,2013-03-01,"Westerpark","Boat","Private room",16,3,1,16,"Real Bed",35,1,35,1,93,9,4340
"1742",5399286,984477,2013-03-01,"Center-West","Apartment","Entire home/apt",4,1,1,2,"Real Bed",119,2,25,2,94,9,62784
"1743",5400176,4318718,2013-03-01,"Forest and Shade","Apartment","Entire home/apt",4,1,2,1,"Real Bed",200,1,0,1,100,8,400
"1744",5400416,1155617,2013-03-01,"Center-West","Apartment","Entire home/apt",4,1,2,2,"Real Bed",150,2,50,1,90,8,10800
"1745",5400416,984643,2013-03-01,"Center-West","Apartment","Entire home/apt",4,1,1,1,"Real Bed",99,2,25,1,90,9,29512
"1746",5400633,3588586,2013-03-01,"The Baarsjes - Old West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",125,1,0,2,80,6,500
"1747",4716,550017,2008-11-01,"Center-East","Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,10,2,97,10,8800
"1748",65041,85767,2009-12-22,"Center-West","Apartment","Entire home/apt",4,1.5,1,4,"Real Bed",80,4,10,2,73,7,15680
"1749",436145,4043288,2011-03-11,"Center-West","Bed & Breakfast","Private room",2,1,1,1,"Real Bed",95,1,20,1,90,8,1150
"1750",5403147,984989,2013-03-01,"Forest and Shade","Apartment","Entire home/apt",2,1,0,1,"Real Bed",55,2,0,1,95,10,10120
"1751",5405902,985365,2013-03-01,"Center-East","Apartment","Entire home/apt",5,1,2,2,"Real Bed",129,2,25,2,92,9,38192
"1752",5405902,2820243,2013-03-01,"Center-East","Apartment","Entire home/apt",5,1,1,3,"Real Bed",125,2,25,2,94,9,18600
"1753",5413345,2798385,2013-03-11,"Westerpark","Apartment","Entire home/apt",3,1,0,2,"Real Bed",89,2,40,2,83,8,3096
"1754",5417945,987355,2013-03-11,"Center-West","Bed & Breakfast","Private room",2,1,1,2,"Real Bed",80,1,0,2,87,8,30400
"1755",5421078,4435968,2013-03-11,"Watergraafsmeer","House","Entire home/apt",2,1,1,1,"Real Bed",155,1,0,2,100,10,620
"1756",5426765,5321003,2013-03-12,"The Baarsjes - Old West","Apartment","Entire home/apt",4,1,0,2,"Real Bed",79,2,15,3,97,10,3384
"1757",5434912,989940,2013-03-12,"Docklands - Indian Neighborhood","House","Entire home/apt",4,1,3,3,"Real Bed",120,4,25,4,94,10,19200
"1758",437989,842774,2011-03-12,"Center-East","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",220,4,50,3,94,10,5280
"1759",5436066,3024793,2013-03-12,"Center-East","Loft","Entire home/apt",4,1,1,3,"Real Bed",79,1,45,1,91,9,3968
"1760",5436352,2549436,2013-03-12,"South","Apartment","Entire home/apt",14,2,5,14,"Real Bed",450,5,35,3,86,9,66930
"1761",5436352,2335362,2013-03-12,"Center-West","Apartment","Entire home/apt",8,1,2,8,"Real Bed",320,4,40,3,92,9,45360
"1762",5436352,990100,2013-03-12,"The Baarsjes - Old West","Apartment","Entire home/apt",8,1,2,8,"Real Bed",270,4,32,3,91,9,88788
"1763",5436352,2991320,2013-03-12,"Center-West","Apartment","Entire home/apt",8,1,2,8,"Real Bed",320,4,40,3,88,9,36720
"1764",5436352,1544440,2013-03-12,"Center-East","Apartment","Entire home/apt",6,1,1,6,"Real Bed",240,4,35,3,87,8,41250
"1765",5449615,992499,2013-03-13,"Center-East","Boat","Entire home/apt",2,1,1,2,"Real Bed",220,1,0,3,100,10,5280
"1766",5461945,1026562,2013-03-14,"The Baarsjes - Old West","Apartment","Entire home/apt",4,1,2,4,"Real Bed",189,1,40,3,97,9,111294
"1767",5461945,1687052,2013-03-14,"The Baarsjes - Old West","Apartment","Entire home/apt",4,2,2,2,"Real Bed",149,2,35,3,96,10,75072
"1768",438232,418697,2011-03-12,"Center-East","Apartment","Entire home/apt",2,1,1,1,"Real Bed",120,1,0,2,100,10,1440
"1769",5461945,4445275,2013-03-14,"Center-West","Boat","Entire home/apt",4,1,2,3,"Real Bed",229,1,45,3,100,10,18084
"1770",5465040,1275067,2013-03-14,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,2,0,1,95,9,3400
"1771",5472530,996112,2013-03-15,"Center-East","Apartment","Entire home/apt",4,1,2,4,"Real Bed",300,4,20,1,91,8,4800
"1772",5476779,1234725,2013-03-15,"The Baarsjes - Old West","Apartment","Entire home/apt",4,1,2,4,"Real Bed",110,1,0,1,88,9,1320
"1773",5476779,1211536,2013-03-15,"The Baarsjes - Old West","Bed & Breakfast","Private room",2,1,1,2,"Real Bed",65,1,0,1,90,9,3120
"1774",5488056,1016849,2013-03-16,"Center-West","Bed & Breakfast","Entire home/apt",3,1,1,1,"Real Bed",95,2,35,2,94,9,58240
"1775",5488056,998564,2013-03-16,"Center-West","Bed & Breakfast","Entire home/apt",2,1,1,1,"Real Bed",90,1,0,2,93,9,36720
"1776",5488056,1198731,2013-03-16,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",90,1,0,2,93,9,28800
"1777",5488056,998941,2013-03-16,"Center-West","Bed & Breakfast","Entire home/apt",2,1,1,1,"Real Bed",90,1,0,2,94,9,35280
"1778",438232,631264,2011-03-12,"Center-East","House","Entire home/apt",2,1,1,1,"Real Bed",200,1,0,3,100,10,1200
"1779",5488484,998754,2013-03-16,"The Baarsjes - Old West","Apartment","Entire home/apt",5,2,2,3,"Real Bed",300,5,0,2,95,9,49200
"1780",5489703,998822,2013-03-16,"Center-East","Apartment","Entire home/apt",4,1,2,3,"Real Bed",210,2,50,2,97,9,27040
"1781",5499179,1000252,2013-03-17,"North West","House","Entire home/apt",4,1,2,2,"Real Bed",150,1,0,1,95,9,1200
"1782",5503328,1000866,2013-03-17,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",2,1,1,1,"Real Bed",110,1,0,5,100,10,7700
"1783",5503978,5211945,2013-03-17,"Pipe - Rivierenbuurt","Apartment","Private room",2,2,1,1,"Real Bed",40,1,10,3,100,10,300
"1784",5510103,1001885,2013-03-18,"Center-West","Bed & Breakfast","Private room",2,1,1,2,"Real Bed",130,1,0,1,95,9,2080
"1785",5513568,2151999,2013-03-18,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",165,4,25,3,98,10,17820
"1786",5515728,1003070,2013-03-18,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",85,1,10,3,96,9,23940
"1787",5516496,2830788,2013-03-18,"Former East","Bed & Breakfast","Entire home/apt",2,1,0,1,"Real Bed",95,1,0,2,97,9,5320
"1788",5516937,5018147,2013-03-18,"Former East","Apartment","Private room",2,1.5,1,1,"Real Bed",110,1,5,1,93,9,920
"1789",5519895,3266103,2013-03-18,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",130,1,0,2,97,9,3640
"1790",5524871,4031690,2013-03-19,"The Baarsjes - Old West","Apartment","Entire home/apt",3,1,1,1,"Real Bed",120,1,0,2,95,10,1920
"1791",5527917,1005042,2013-03-19,"Center-East","Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,1,0,5,90,9,30260
"1792",5529568,1005429,2013-03-19,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",120,1,0,3,91,10,720
"1793",5530596,1005603,2013-03-19,"Docklands - Indian Neighborhood","Apartment","Private room",2,1,1,1,"Real Bed",80,2,25,2,97,10,4160
"1794",5535027,1003546,2013-03-19,"IJburg - Zeeburgereiland","House","Entire home/apt",6,2,4,6,"Real Bed",200,6,25,5,80,7,6000
"1795",5536020,1006621,2013-03-19,"Westerpark","Apartment","Entire home/apt",3,1,2,1,"Real Bed",150,2,25,4,92,8,19600
"1796",5542905,1173324,2013-03-01,"Westerpark","Apartment","Entire home/apt",4,1,1,4,"Real Bed",100,2,20,2,80,10,480
"1797",447638,82303,2011-03-17,"Center-East","House","Entire home/apt",2,1,1,2,"Real Bed",89,2,0,3,97,9,52866
"1798",5545294,1008225,2013-03-01,"Westerpark","Apartment","Entire home/apt",2,1,1,1,"Real Bed",85,1,0,1,96,9,850
"1799",5545432,1023928,2013-03-01,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",5,1.5,2,3,"Real Bed",250,2,35,2,95,9,87780
"1800",5547065,4108254,2013-03-01,"Pipe - Rivierenbuurt","Apartment","Private room",2,1,1,1,"Real Bed",80,1,0,1,80,8,160
"1801",5557171,1010056,2013-03-21,"Center-East","Apartment","Entire home/apt",2,1,1,1,"Real Bed",250,1,0,2,99,10,68000
"1802",5557804,1082033,2013-03-21,"Center-East","Apartment","Entire home/apt",4,1,2,2,"Real Bed",250,2,0,3,100,10,6000
"1803",5558015,1010305,2013-03-21,"Westerpark","House","Entire home/apt",4,1,2,2,"Real Bed",99,2,20,2,100,10,3332
"1804",5564218,1698635,2013-03-21,"The Baarsjes - Old West","Apartment","Entire home/apt",4,2,2,2,"Real Bed",160,4,30,1,98,10,3520
"1805",5566409,3367743,2013-03-21,"The Baarsjes - Old West","Apartment","Entire home/apt",3,1,2,2,"Real Bed",90,1,0,2,97,9,2520
"1806",5571753,4072802,2013-03-22,"The Baarsjes - Old West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",95,1,0,3,98,9,6840
"1807",447638,124936,2011-03-17,"Center-East","Apartment","Entire home/apt",2,1,1,1,"Real Bed",120,2,15,4,96,9,90240
"1808",5573534,1013167,2013-03-22,"The Baarsjes - Old West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",80,1,0,3,93,10,4800
"1809",5576309,1013715,2013-03-22,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",185,1,40,3,98,9,128250
"1810",5576683,3096977,2013-03-22,"Docklands - Indian Neighborhood","House","Entire home/apt",5,2,3,3,"Real Bed",200,1,0,7,80,10,2800
"1811",5582413,2557385,2013-03-23,"Center-East","Boat","Entire home/apt",4,1,2,4,"Real Bed",200,1,0,2,96,9,7200
"1812",5582821,1014697,2013-03-23,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",139,1,0,1,90,9,4170
"1813",5585057,1015087,2013-03-23,"Former East","Apartment","Entire home/apt",2,1,1,1,"Real Bed",85,1,0,3,97,10,34170
"1814",5586023,2025572,2013-03-23,"Center-East","Apartment","Entire home/apt",2,1,1,1,"Real Bed",90,1,0,5,94,9,18900
"1815",5586858,1015468,2013-03-23,"IJburg - Zeeburgereiland","Apartment","Private room",2,1,1,1,"Real Bed",65,1,0,2,94,9,12480
"1816",5586907,5461689,2013-03-23,"Former East","Apartment","Entire home/apt",4,1,1,1,"Real Bed",75,2,10,1,90,9,340
"1817",5592089,3480325,2013-03-23,"South","Apartment","Entire home/apt",4,1,1,2,"Real Bed",110,2,15,1,85,9,1250
"1818",5594905,4384746,2013-03-24,"South","Apartment","Private room",2,1,1,1,"Real Bed",65,1,0,1,80,9,910
"1819",5598943,2310017,2013-03-24,"The Baarsjes - Old West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",80,2,0,2,96,9,1920
"1820",5600391,1496800,2013-03-24,"Former East","Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,1,0,2,100,10,1780
"1821",5600787,4599323,2013-03-24,"The Baarsjes - Old West","Apartment","Private room",2,1,1,1,"Real Bed",59,1,0,2,100,10,236
"1822",5604191,2060633,2013-03-24,"Center-East","Apartment","Entire home/apt",4,1,2,3,"Real Bed",199,1,0,3,96,9,48954
"1823",5604808,4643339,2013-03-24,"The Baarsjes - Old West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",98,1,0,2,90,8,784
"1824",5613642,1019667,2013-03-25,"South","Apartment","Entire home/apt",2,1,1,1,"Real Bed",125,2,25,4,97,9,50000
"1825",5614587,1020135,2013-03-25,"Slotervaart","Apartment","Private room",2,1,1,1,"Real Bed",50,1,30,1,92,9,2720
"1826",5614896,4656264,2013-03-25,"Center-West","Apartment","Entire home/apt",2,1,0,1,"Real Bed",120,1,0,1,95,9,1920
"1827",450453,892937,2011-03-19,"Center-East","Apartment","Entire home/apt",4,1.5,1,1,"Real Bed",119,2,20,3,94,10,21684
"1828",5615186,2400486,2013-03-25,"Slotervaart","Apartment","Entire home/apt",2,1,1,1,"Real Bed",110,1,0,2,99,10,1760
"1829",5616457,3758161,2013-03-25,"Center-West","Apartment","Entire home/apt",1,1,0,1,"Real Bed",100,1,0,3,87,9,3600
"1830",5617295,1020477,2013-03-25,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",135,2,0,7,90,9,3780
"1831",5619193,1021006,2013-03-25,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",2,1,1,1,"Real Bed",80,1,0,1,99,10,800
"1832",5619206,2534100,2013-03-25,"The Baarsjes - Old West","Apartment","Entire home/apt",6,2,4,4,"Real Bed",190,4,50,3,100,10,4320
"1833",5623111,3260555,2013-03-25,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",140,2,0,5,97,9,19600
"1834",5629651,1022631,2013-03-26,"The Baarsjes - Old West","Apartment","Entire home/apt",4,1,1,2,"Real Bed",100,4,10,2,63,5,2800
"1835",5629651,1294528,2013-03-26,"The Baarsjes - Old West","Apartment","Entire home/apt",4,1,1,2,"Real Bed",85,4,10,2,90,9,680
"1836",453797,2866682,2011-03-21,"The Baarsjes - Old West","House","Entire home/apt",4,1,2,2,"Real Bed",259,4,0,3,90,10,6216
"1837",5631247,3487420,2013-03-26,"Center-East","Apartment","Entire home/apt",2,1,1,1,"Real Bed",115,1,0,2,93,9,3680
"1838",5632490,1023151,2013-03-26,"South","Apartment","Entire home/apt",4,1,2,3,"Real Bed",100,2,25,3,87,8,15000
"1839",5641727,3603189,2013-03-26,"Forest and Shade","Apartment","Entire home/apt",2,1,0,2,"Real Bed",40,1,30,1,100,10,700
"1840",5645449,3724341,2013-03-27,"Center-East","Apartment","Entire home/apt",4,1,2,2,"Real Bed",250,0,0,4,100,10,4000
"1841",5646154,1232048,2013-03-27,"Former North","Cabin","Entire home/apt",2,1,1,1,"Real Bed",57,1,0,2,88,9,21660
"1842",5646154,1025482,2013-03-27,"Former North","Boat","Private room",2,1,1,1,"Real Bed",78,1,0,2,94,9,49608
"1843",5646154,1043557,2013-03-27,"Former North","Boat","Entire home/apt",2,1,1,1,"Real Bed",145,1,0,2,100,10,580
"1844",5647814,3796459,2013-03-27,"Former East","House","Private room",2,1,1,1,"Real Bed",70,1,0,2,90,9,560
"1845",5653587,3403331,2013-03-27,"The Baarsjes - Old West","Apartment","Entire home/apt",3,1,1,1,"Real Bed",100,2,25,2,95,9,16500
"1846",453797,2344785,2011-03-21,"The Baarsjes - Old West","House","Private room",4,1,1,2,"Real Bed",99,2,30,2,99,9,12384
"1847",5659856,3941357,2013-03-28,"Center-West","Apartment","Entire home/apt",6,2,3,3,"Real Bed",300,4,65,4,100,10,2920
"1848",5664725,3258033,2013-03-28,"Docklands - Indian Neighborhood","Apartment","Private room",1,1,1,1,"Real Bed",49,1,0,1,98,10,2352
"1849",5666253,1029865,2013-03-28,"Westerpark","Apartment","Entire home/apt",2,1,1,1,"Real Bed",99,2,0,2,93,9,19404
"1850",5674466,1952422,2013-03-29,"Former East","Apartment","Entire home/apt",4,1,2,2,"Real Bed",90,2,40,1,100,9,1820
"1851",5674716,2020537,2013-03-29,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",4,1,2,2,"Real Bed",144,2,25,1,97,9,5408
"1852",5676148,1031419,2013-03-29,"Forest and Shade","Apartment","Entire home/apt",2,1,1,1,"Real Bed",95,1,0,2,97,10,2660
"1853",5679303,1032524,2013-03-29,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",99,1,0,3,95,9,7722
"1854",5680826,1783438,2013-03-29,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",2,1,1,1,"Real Bed",78,1,0,1,94,9,15288
"1855",456249,3914428,2011-03-22,"Center-West","Boat","Entire home/apt",2,1,1,1,"Real Bed",175,1,0,1,100,10,700
"1856",5681109,1032443,2013-03-29,"South","Apartment","Entire home/apt",2,1.5,1,1,"Real Bed",70,1,0,5,95,10,11900
"1857",5682739,3053359,2013-03-29,"Center-East","Apartment","Entire home/apt",2,1,1,1,"Real Bed",90,1,0,3,96,9,15660
"1858",5683775,1485659,2013-03-29,"Center-West","Apartment","Entire home/apt",4,1.5,1,4,"Real Bed",125,2,0,3,100,10,7500
"1859",5687814,1079368,2013-03-01,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",2,1,1,1,"Real Bed",75,1,0,2,97,10,300
"1860",5700200,1035528,2013-03-31,"Center-East","Apartment","Entire home/apt",4,1,2,2,"Real Bed",140,2,10,6,92,9,7200
"1861",5704989,4493007,2013-03-31,"Center-West","Apartment","Entire home/apt",2,1,0,1,"Real Bed",137,1,0,2,100,8,548
"1862",5705762,1036556,2013-03-31,"Westerpark","Apartment","Entire home/apt",2,1,1,1,"Real Bed",77,2,0,4,90,9,16016
"1863",5706575,3008874,2013-03-31,"South","Apartment","Private room",2,1,1,1,"Real Bed",89,2,25,1,84,8,6408
"1864",5711109,1037485,2013-04-01,"The Baarsjes - Old West","Apartment","Entire home/apt",4,1,2,2,"Real Bed",250,4,25,1,100,10,1000
"1865",459028,3649042,2011-03-23,"Center-East","Bed & Breakfast","Private room",4,1,1,4,"Real Bed",120,2,60,2,88,9,5760
"1866",5711870,1527955,2013-04-01,"Westerpark","Apartment","Entire home/apt",2,1,1,1,"Real Bed",75,1,0,2,100,10,600
"1867",5713140,3589226,2013-04-01,"Center-West","Apartment","Entire home/apt",2,1,1,1,"Real Bed",130,1,0,1,99,10,4160
"1868",5714947,1038120,2013-04-01,"Center-West","Loft","Entire home/apt",6,1,2,3,"Real Bed",195,2,40,4,96,10,9400
"1869",5717892,1038625,2013-04-01,"Watergraafsmeer","House","Entire home/apt",6,1,4,5,"Real Bed",225,1,0,4,100,10,12600
"1870",5721318,1266356,2013-04-01,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",2,1,2,1,"Real Bed",150,1,0,2,100,10,1800
"1871",5730017,2092472,2013-04-02,"Center-West","Loft","Entire home/apt",2,1,0,1,"Real Bed",150,1,0,2,100,10,2400
"1872",5730772,1796212,2013-04-02,"Slotervaart","Apartment","Private room",2,1.5,1,1,"Real Bed",85,1,15,2,99,10,25200
"1873",5733289,3388416,2013-04-02,"South","Apartment","Entire home/apt",2,1,1,1,"Real Bed",79,1,0,1,100,8,158
"1874",459028,84057,2011-03-23,"The Baarsjes - Old West","Bed & Breakfast","Private room",2,1,1,1,"Real Bed",100,2,0,3,93,9,2400
"1875",5734631,2081615,2013-04-02,"Former North","House","Entire home/apt",4,1,2,2,"Real Bed",100,4,25,1,67,7,600
"1876",5736549,1042084,2013-04-02,"The Baarsjes - Old West","Apartment","Entire home/apt",4,1,2,2,"Real Bed",130,2,0,2,95,9,25480
"1877",5737557,1847052,2013-04-02,"Center-West","Bed & Breakfast","Entire home/apt",4,1.5,2,3,"Real Bed",145,2,35,2,96,9,54000
"1878",5739589,1463449,2013-04-02,"Center-East","Apartment","Entire home/apt",3,1.5,1,1,"Real Bed",89,2,20,2,99,9,7412
"1879",5739950,2672582,2013-04-02,"Center-West","House","Entire home/apt",2,1,1,1,"Real Bed",219,1,0,1,96,9,9198
"1880",5747929,1043948,2013-04-03,"Center-West","House","Entire home/apt",10,3,5,10,"Real Bed",375,6,35,3,94,9,41820
"1881",5750107,1044452,2013-04-03,"Westerpark","Apartment","Entire home/apt",3,1,1,2,"Real Bed",75,1,25,2,94,9,24000
"1882",459028,3545277,2011-03-23,"Center-East","Bed & Breakfast","Private room",2,1,1,1,"Real Bed",140,2,50,2,75,7,2240
"1883",5750648,1044584,2013-04-03,"Center-West","Apartment","Private room",2,1,1,1,"Real Bed",78,1,0,2,84,9,11544
"1884",5751587,1044816,2013-04-03,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",3,1,2,1,"Real Bed",140,1,0,2,100,10,560
"1885",5755009,1045543,2013-04-03,"Center-East","Apartment","Entire home/apt",2,1,1,1,"Real Bed",90,1,0,3,97,10,7560
"1886",5755515,2258180,2013-04-03,"The Baarsjes - Old West","Apartment","Entire home/apt",8,1.5,3,4,"Real Bed",180,4,30,7,97,10,20580
"1887",5755515,3526580,2013-04-03,"Watergraafsmeer","Boat","Entire home/apt",6,1,3,3,"Real Bed",180,4,30,4,93,9,10080
"1888",5755515,2258681,2013-04-03,"The Baarsjes - Old West","Apartment","Entire home/apt",6,2,2,3,"Real Bed",180,4,30,7,100,10,2940
"1889",5755515,2126651,2013-04-03,"South","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",170,4,30,7,88,8,11900
"1890",5755515,4544832,2013-04-03,"Center-East","Boat","Entire home/apt",4,1,2,2,"Real Bed",160,2,40,4,100,10,1600
"1891",5755515,3872755,2013-04-03,"Center-East","Apartment","Entire home/apt",4,1,1,2,"Real Bed",120,2,30,3,100,9,3600
"1892",460228,3290611,2011-03-24,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",2,1,1,1,"Real Bed",125,1,0,3,100,10,4500
"1893",5766126,1285064,2013-04-04,"Center-West","Apartment","Entire home/apt",3,1,2,1,"Real Bed",98,1,0,3,95,9,2352
"1894",5782636,4528286,2013-04-05,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",3,1,1,2,"Real Bed",70,1,0,3,100,10,420
"1895",5786813,4638609,2013-04-05,"The Baarsjes - Old West","Apartment","Entire home/apt",4,1,1,2,"Real Bed",89,2,35,1,88,9,2480
"1896",5788761,1051514,2013-04-05,"Center-West","Apartment","Entire home/apt",4,2,3,6,"Real Bed",325,1,0,3,100,9,7800
"1897",5788956,1051515,2013-04-05,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",4,1,3,3,"Real Bed",149,1,15,2,92,10,7872
"1898",5794550,1052344,2013-04-06,"Center-East","Apartment","Entire home/apt",2,1,1,1,"Real Bed",115,1,0,2,97,9,5520
"1899",5794965,1052416,2013-04-06,"Former North","Boat","Entire home/apt",6,1,2,6,"Real Bed",189,1,0,2,91,9,12852
"1900",5796250,2414310,2013-04-06,"Center-West","Apartment","Entire home/apt",6,3,3,5,"Real Bed",200,4,25,7,96,10,50400
"1901",467814,85401,2011-03-28,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",10,2,2,5,"Real Bed",110,2,30,2,81,8,94080
"1902",5796250,4011762,2013-04-06,"Center-West","Apartment","Entire home/apt",6,2,3,6,"Real Bed",175,4,25,7,91,9,22400
"1903",5796250,1316990,2013-04-06,"Center-West","Apartment","Entire home/apt",6,2.5,2,5,"Real Bed",150,4,25,7,95,9,112700
"1904",5796250,1155251,2013-04-06,"Center-West","Apartment","Entire home/apt",4,1.5,1,2,"Real Bed",90,2,25,7,96,8,22540
"1905",5796250,1320353,2013-04-06,"Center-West","Apartment","Entire home/apt",4,1.5,1,2,"Real Bed",100,2,25,7,100,10,15750
"1906",5796250,1320438,2013-04-06,"Center-West","Apartment","Entire home/apt",4,1.5,1,2,"Real Bed",100,2,25,7,97,9,29750
"1907",5796250,1064108,2013-04-06,"Center-West","Apartment","Entire home/apt",4,1,1,2,"Futon",100,2,25,7,96,9,35000
"1908",5796250,1321735,2013-04-06,"Center-West","Apartment","Entire home/apt",3,1.5,2,3,"Real Bed",110,2,25,7,94,10,47250
"1909",5796250,2093507,2013-04-06,"Center-West","Apartment","Entire home/apt",3,1.5,1,3,"Real Bed",85,2,25,7,99,9,32340
"1910",5796250,2093406,2013-04-06,"Center-West","Apartment","Entire home/apt",3,1.5,1,3,"Real Bed",95,2,25,7,98,9,33600
"1911",5796250,2093483,2013-04-06,"Center-West","Apartment","Entire home/apt",3,1.5,1,3,"Real Bed",95,2,25,7,96,9,38640
"1912",467814,224513,2011-03-28,"Pipe - Rivierenbuurt","Apartment","Entire home/apt",5,1,1,3,"Real Bed",69,2,30,2,86,8,47124
"1913",5796250,1315392,2013-04-06,"Center-West","Apartment","Entire home/apt",3,1.5,1,2,"Real Bed",100,2,25,7,96,9,33250
"1914",5797646,1053676,2013-04-06,"Forest and Shade","Apartment","Entire home/apt",4,1,2,1,"Real Bed",69,2,20,3,99,9,9612
"1915",5808421,1054715,2013-04-07,"Pipe - Rivierenbuurt","Apartment","Private room",2,1,1,2,"Real Bed",60,1,0,3,96,9,18360
"1916",5813322,1055570,2013-04-07,"IJburg - Zeeburgereiland","Apartment","Entire home/apt",4,1,2,3,"Real Bed",140,1,0,2,99,10,39760
"1917",5814219,1055685,2013-04-07,"Center-West","Apartment","Entire home/apt",4,1,2,2,"Real Bed",150,1,0,4,90,9,6000
"1918",5818276,4429790,2013-04-07,"Center-West","Loft","Entire home/apt",2,1,1,1,"Real Bed",110,1,0,1,96,9,3300
"1919",5818613,2925820,2013-04-07,"Pipe - Rivierenbuurt","Apartment","Private room",2,2,1,1,"Real Bed",90,1,20,1,84,8,440
"1920",5824076,1057380,2013-04-08,"Former North","House","Entire home/apt",2,1,1,1,"Real Bed",105,2,20,2,90,9,5040
"1921",5824385,1057477,2013-04-08,"Geuzenveld - Slotermeer","Apartment","Entire home/apt",2,1,1,1,"Real Bed",69,2,10,1,93,9,2484
"1922",5825478,5027458,2013-04-08,"The Baarsjes - Old West","Apartment","Entire home/apt",4,1.5,2,1,"Real Bed",75,2,10,1,93,9,510
"1923",467980,2609645,2011-03-28,"The Baarsjes - Old West","Apartment","Private room",2,1,1,1,"Real Bed",104,2,0,2,94,9,10400
"1924",5827869,1058439,2013-04-08,"Former North","House","Entire home/apt",4,1,2,6,"Real Bed",170,4,0,5,100,10,5100
"1925",5829559,1058701,2013-04-08,"South","Apartment","Entire home/apt",2,1,1,1,"Pull-out Sofa",30,1,0,14,80,8,840
"1926",5841618,1062145,2013-04-09,"The Baarsjes - Old West","Apartment","Private room",2,1,1,1,"Real Bed",39,1,20,1,79,8,12744
"1927",5844760,4531609,2013-04-09,"Pipe - Rivierenbuurt","Apartment","Private room",2,1,1,1,"Real Bed",75,1,0,2,98,10,3900
